"base_asset_id","base_exchange_symbol","market_pair_count_observed","market_observation_count_observed","current_candidate_count","current_candidate_ids","current_candidate_names","pair_count_status","observation_count_status","exchange_symbol_status","candidate_json_parse_status","candidate_json_count_status","candidate_id_set_status","candidate_json_sha256_status","source_mapping_approved","cfa_mapping_decision","cfa_mapping_review_state"
"BODEN","BODEN","2","13570","1","jeo-boden","Jeo Boden","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"USUAL","USUAL","2","13560","1","usual","Usual","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"PRCL","PRCL","2","13510","1","parcl","Parcl","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"EGLD","EGLD","2","12497","1","elrond-erd-2","MultiversX","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"ENS","ENS","2","12139","1","ethereum-name-service","Ethereum Name Service","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"MICHI","MICHI","2","11673","1","michi","michi","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"DRV","DRV","2","11429","1","derive","Derive","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"ZEX","ZEX","2","11365","1","zeta","Zeta","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"ARKM","ARKM","2","11265","1","arkham","Arkham","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"ZK","ZK","2","11081","1","zksync","ZKsync","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"WAXL","WAXL","2","11068","1","wrapped-axelar","Wrapped Axelar","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"SUSHI","SUSHI","2","10776","1","sushi","Sushi","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"PSTAKE","PSTAKE","2","10753","1","pstake-finance","pSTAKE Finance","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"COTI","COTI","2","10696","1","coti","COTI","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"PYUSD","PYUSD","2","10675","1","paypal-usd","PayPal USD","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"UNFI","UNFI","2","10659","1","unifi-protocol-dao","Unifi Protocol DAO","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"KERNEL","KERNEL","2","10612","1","kernel-2","KernelDAO","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"FHE","FHE","2","10550","1","mind-network","Mind Network","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"BLUR","BLUR","2","10539","1","blur","Blur","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"GARI","GARI","2","10521","1","gari-network","Gari Network","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"BOND","BOND","2","10429","1","barnbridge","BarnBridge","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"BLZ","BLZ","2","10419","1","bluzelle","Bluzelle","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"LRC","LRC","2","10281","1","loopring","Loopring","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"JTO","JTO","2","10155","1","jito-governance-token","Jito","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"SAMO","SAMO","2","9937","1","samoyedcoin","Samoyedcoin","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"PDA","PDA","2","9881","1","playdapp","PlayDapp","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"AR","AR","2","9861","1","arweave","Arweave","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"SUNDOG","SUNDOG","2","9438","1","sundog","Sundog","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"ZRX","ZRX","3","9437","1","0x","0x Protocol","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"EUL","EUL","2","9349","1","euler","Euler","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"RPL","RPL","2","9304","1","rocket-pool","Rocket Pool","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"BAL","BAL","2","9038","1","balancer","Balancer","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"DRIFT","DRIFT","2","9013","1","drift-protocol","Drift Protocol","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"ESX","ESX","2","8813","1","estatex","EstateX","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"FORTH","FORTH","2","8510","1","ampleforth-governance-token","Ampleforth Governance","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"BANANAS31","BANANAS31","2","8503","1","banana-for-scale-2","Banana For Scale","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"FIDA","FIDA","2","8497","1","bonfida","Bonfida","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"KMNO","KMNO","2","8419","1","kamino","Kamino","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"SRM","SRM","2","8337","1","serum","Serum","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"1INCH","1INCH","2","8079","1","1inch","1INCH","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"ANKR","ANKR","3","7933","1","ankr","Ankr Network","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"WELL","WELL","2","7836","1","moonwell-artemis","Moonwell","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"TREMP","TREMP","2","7778","1","donald-tremp","Doland Tremp","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"GLMR","GLMR","2","7761","1","moonbeam","Moonbeam","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"TNSR","TNSR","2","7673","1","tensor","Tensor","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"KAR","KAR","2","7661","1","karura","Karura","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"OSMO","OSMO","2","7506","1","osmosis","Osmosis","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"OXT","OXT","2","7439","1","orchid-protocol","Orchid Protocol","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"RARI","RARI","2","7419","1","rarible","RARI","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"RAD","RAD","2","7383","1","radicle","Radworks","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"STORJ","STORJ","2","7238","1","storj","Storj","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"GMT","GMT","2","7224","1","stepn","GMT","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"BIGTIME","BIGTIME","2","6934","1","big-time","Big Time","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"CVC","CVC","2","6688","1","civic","Civic","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"DENT","DENT","2","6570","1","dent","Dent","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"B3","B3","2","6486","1","b3","B3 (Base)","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"HFT","HFT","2","6322","1","hashflow","Hashflow","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"MOVR","MOVR","2","6075","1","moonriver","Moonriver","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"MSOL","MSOL","2","6023","1","msol","Marinade Staked SOL","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"AUDIO","AUDIO","2","5979","1","audius","Audius","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"NMR","NMR","2","5905","1","numeraire","Numeraire","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"NTRN","NTRN","2","5811","1","neutron-3","Neutron","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"LQTY","LQTY","2","5797","1","liquity","Liquity","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"TLM","TLM","2","5765","1","alien-worlds","Alien Worlds","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"KP3R","KP3R","2","5456","1","keep3rv1","Keep3rV1","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"AEVO","AEVO","2","5383","1","aevo-exchange","Aevo","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"JST","JST","2","5312","1","just","JUST","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"ODOS","ODOS","2","5300","1","odos","Odos","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"UMA","UMA","2","5233","1","uma","UMA","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"NIL","NIL","2","5226","1","nillion","Nillion","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"MV","MV","2","5142","1","gensokishis-metaverse","GensoKishi Metaverse","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"GMX","GMX","2","5129","1","gmx","GMX","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"CAKE","CAKE","2","5108","1","pancakeswap-token","PancakeSwap","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"NYM","NYM","2","4858","1","nym","Nym","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"ALCH","ALCH","2","4827","1","alchemist-ai","Alchemist AI","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"BICO","BICO","2","4690","1","biconomy","Biconomy","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"LSK","LSK","2","4681","1","lisk","Lisk","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"ARPA","ARPA","2","4571","1","arpa","ARPA","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"ALCX","ALCX","2","4544","1","alchemix","Alchemix","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"RBC","RBC","2","4507","1","rubic","Rubic","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"KILT","KILT","2","4391","1","kilt-protocol-2","KILT Protocol [OLD]","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"SUN","SUN","2","4345","1","sun-token","Sun Token","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"QTUM","QTUM","2","4297","1","qtum","Qtum","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"BDXN","BDXN","2","4244","1","bondex","Bondex","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"RLC","RLC","2","4194","1","iexec-rlc","iExec RLC","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"GHST","GHST","2","4157","1","aavegotchi","Aavegotchi","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"SPICE","SPICE","2","4147","1","spice-2","Spice","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"ACA","ACA","2","3929","1","acala","Acala","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"POWR","POWR","2","3869","1","power-ledger","Powerledger","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"CTSI","CTSI","2","3820","1","cartesi","Cartesi","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"TVK","TVK","2","3807","1","the-virtua-kolect","Virtua","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"CHEX","CHEX","2","3773","1","chex-token","Chintai","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"POLS","POLS","2","3740","1","polkastarter","Polkastarter","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"KNC","KNC","2","3736","1","kyber-network-crystal","Kyber Network Crystal","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"UST","UST","4","3636","1","terrausd-wormhole","TerraUSD (Wormhole)","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"EURR","EURR","4","3612","1","stablr-euro","StablR Euro","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"POND","POND","2","3523","1","marlin","Marlin","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"ASRR","ASRR","2","3492","1","assisterr-ai","Assisterr AI","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"VVV","VVV","2","3428","1","venice-token","Venice Token","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"PORTAL","PORTAL","2","3414","1","portal-2","Portal","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"BNT","BNT","2","3361","1","bancor","Bancor Network","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"USDD","USDD","2","3350","1","usdd","USDD","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"BAND","BAND","2","3329","1","band-protocol","Band","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"REQ","REQ","2","3285","1","request-network","Request","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"CELR","CELR","2","3193","1","celer-network","Celer Network","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"HIPPO","HIPPO","2","3061","1","sudeng","sudeng","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"SPK","SPK","2","2979","1","spark-2","Spark","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"ACX","ACX","2","2976","1","across-protocol","Across Protocol","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"XREP","REP","1","2744","1","augur","Augur [OLD]","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"YGG","YGG","2","2729","1","yield-guild-games","Yield Guild Games","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"IDEX","IDEX","2","2720","1","aurora-dao","IDEX","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"OXY","OXY","2","2710","1","oxygen","Oxygen (Solana)","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"SWARMS","SWARMS","2","2594","1","swarms","Swarms","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"NODL","NODL","2","2564","1","nodle-network","Nodle Network","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"SSV","SSV","2","2530","1","ssv-network","SSV Network","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"MNGO","MNGO","2","2529","1","mango-markets","Mango","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"STG","STG","2","2480","1","stargate-finance","Stargate Finance","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"ANLOG","ANLOG","2","2418","1","analog","Analog","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"TBTC","TBTC","3","2380","1","tbtc","tBTC","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"EURQ","EURQ","2","2370","1","quantoz-eurq","Quantoz EURQ","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"KOBAN","KOBAN","2","2367","1","koban","KOBAN","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"LSETH","LSETH","3","2187","1","liquid-staked-ethereum","Liquid Staked ETH","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"HMSTR","HMSTR","2","1959","1","hamster-kombat","Hamster Kombat","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"AGLD","AGLD","2","1790","1","adventure-gold","Adventure Gold","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"SAHARA","SAHARA","2","1508","1","sahara-ai","Sahara AI","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"K","K","2","1488","1","sidekick","Sidekick","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"C98","C98","2","1486","1","coin98","Coin98","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"RUJI","RUJI","2","1468","1","rujira","Rujira","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"EUROP","EUROP","3","1395","1","schuman-europ","EURØP","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"ROOK","ROOK","2","896","1","rook","Rook","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
"DOLO","DOLO","2","500","1","dolomite","Dolomite","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_SINGLE_CANDIDATE_REVIEW_REQUIRED"
